year,gender,age,value
1977,Women+,25 to 29 years,33479.0
1978,Women+,25 to 29 years,34919.0
1979,Women+,25 to 29 years,36612.0
1980,Women+,25 to 29 years,38600.0
1981,Women+,25 to 29 years,40265.0
1982,Women+,25 to 29 years,42049.0
1983,Women+,25 to 29 years,43519.0
1984,Women+,25 to 29 years,44465.0
1985,Women+,25 to 29 years,44860.0
1986,Women+,25 to 29 years,44787.0
1987,Women+,25 to 29 years,45154.0
1988,Women+,25 to 29 years,45228.0
1989,Women+,25 to 29 years,44042.0
1990,Women+,25 to 29 years,41711.0
1991,Women+,25 to 29 years,39271.0
1992,Women+,25 to 29 years,37024.0
1993,Women+,25 to 29 years,34868.0
1994,Women+,25 to 29 years,33060.0
1995,Women+,25 to 29 years,32061.0
1996,Women+,25 to 29 years,31740.0
1997,Women+,25 to 29 years,31537.0
1998,Women+,25 to 29 years,31555.0
1999,Women+,25 to 29 years,31067.0
2000,Women+,25 to 29 years,30633.0
2001,Women+,25 to 29 years,30377.0
2002,Women+,25 to 29 years,30305.0
2003,Women+,25 to 29 years,30230.0
2004,Women+,25 to 29 years,30936.0
2005,Women+,25 to 29 years,31395.0
2006,Women+,25 to 29 years,31702.0
2007,Women+,25 to 29 years,32351.0
2008,Women+,25 to 29 years,33690.0
2009,Women+,25 to 29 years,35352.0
2010,Women+,25 to 29 years,37093.0
2011,Women+,25 to 29 years,38625.0
2012,Women+,25 to 29 years,39740.0
2013,Women+,25 to 29 years,40058.0
2014,Women+,25 to 29 years,40258.0
2015,Women+,25 to 29 years,40378.0
2016,Women+,25 to 29 years,40312.0
2017,Women+,25 to 29 years,40203.0
2018,Women+,25 to 29 years,39722.0
2019,Women+,25 to 29 years,38865.0
2020,Women+,25 to 29 years,37683.0
2021,Women+,25 to 29 years,36435.0
2022,Women+,25 to 29 years,36187.0
2023,Women+,25 to 29 years,37247.0
1971,Women+,30 to 34 years,23618.0
1972,Women+,30 to 34 years,23327.0
1973,Women+,30 to 34 years,23314.0
1974,Women+,30 to 34 years,23573.0
1975,Women+,30 to 34 years,24440.0
1976,Women+,30 to 34 years,25456.0
1977,Women+,30 to 34 years,27260.0
1978,Women+,30 to 34 years,28438.0
1979,Women+,30 to 34 years,29904.0
1980,Women+,30 to 34 years,31658.0
1981,Women+,30 to 34 years,33224.0
1982,Women+,30 to 34 years,33983.0
1983,Women+,30 to 34 years,35396.0
1984,Women+,30 to 34 years,37271.0
1985,Women+,30 to 34 years,39178.0
1986,Women+,30 to 34 years,40582.0
1987,Women+,30 to 34 years,41862.0
1988,Women+,30 to 34 years,42293.0
1989,Women+,30 to 34 years,42042.0
1990,Women+,30 to 34 years,41294.0
1991,Women+,30 to 34 years,41106.0
1992,Women+,30 to 34 years,40947.0
1993,Women+,30 to 34 years,41031.0
1994,Women+,30 to 34 years,40645.0
1995,Women+,30 to 34 years,39803.0
1996,Women+,30 to 34 years,38471.0
1997,Women+,30 to 34 years,36580.0
1998,Women+,30 to 34 years,34617.0
1999,Women+,30 to 34 years,32670.0
2000,Women+,30 to 34 years,30978.0
2001,Women+,30 to 34 years,29826.0
2002,Women+,30 to 34 years,29390.0
2003,Women+,30 to 34 years,29337.0
2004,Women+,30 to 34 years,28922.0
2005,Women+,30 to 34 years,28628.0
2006,Women+,30 to 34 years,28767.0
2007,Women+,30 to 34 years,29575.0
2008,Women+,30 to 34 years,30290.0
2009,Women+,30 to 34 years,31426.0
2010,Women+,30 to 34 years,32438.0
2011,Women+,30 to 34 years,33235.0
2012,Women+,30 to 34 years,35086.0
2013,Women+,30 to 34 years,37197.0
2014,Women+,30 to 34 years,38811.0
2015,Women+,30 to 34 years,39833.0
2016,Women+,30 to 34 years,40787.0
2017,Women+,30 to 34 years,41408.0
2018,Women+,30 to 34 years,41255.0
2019,Women+,30 to 34 years,41299.0
2020,Women+,30 to 34 years,41235.0
2021,Women+,30 to 34 years,40672.0
2022,Women+,30 to 34 years,40296.0
2023,Women+,30 to 34 years,41399.0
1971,Women+,35 to 39 years,23674.0
1972,Women+,35 to 39 years,22892.0
1973,Women+,35 to 39 years,22257.0
1974,Women+,35 to 39 years,21720.0
1975,Women+,35 to 39 years,21835.0
1976,Women+,35 to 39 years,22506.0
1977,Women+,35 to 39 years,23066.0
1978,Women+,35 to 39 years,23600.0
1979,Women+,35 to 39 years,24223.0
1980,Women+,35 to 39 years,24905.0
1981,Women+,35 to 39 years,25536.0
1982,Women+,35 to 39 years,27386.0
1983,Women+,35 to 39 years,28820.0
1984,Women+,35 to 39 years,30402.0
1985,Women+,35 to 39 years,31964.0
1986,Women+,35 to 39 years,33007.0
1987,Women+,35 to 39 years,33504.0
1988,Women+,35 to 39 years,34400.0
1989,Women+,35 to 39 years,35524.0
1990,Women+,35 to 39 years,36526.0
1991,Women+,35 to 39 years,37596.0
1992,Women+,35 to 39 years,38605.0
1993,Women+,35 to 39 years,39358.0
1994,Women+,35 to 39 years,39781.0
1995,Women+,35 to 39 years,40150.0
1996,Women+,35 to 39 years,40240.0
1997,Women+,35 to 39 years,40261.0
1998,Women+,35 to 39 years,40316.0
1999,Women+,35 to 39 years,39874.0
2000,Women+,35 to 39 years,38771.0
2001,Women+,35 to 39 years,37036.0
2002,Women+,35 to 39 years,35179.0
2003,Women+,35 to 39 years,33191.0
2004,Women+,35 to 39 years,31448.0
2005,Women+,35 to 39 years,29930.0
2006,Women+,35 to 39 years,29172.0
2007,Women+,35 to 39 years,29221.0
2008,Women+,35 to 39 years,29635.0
2009,Women+,35 to 39 years,29865.0
2010,Women+,35 to 39 years,30430.0
2011,Women+,35 to 39 years,31139.0
2012,Women+,35 to 39 years,32231.0
2013,Women+,35 to 39 years,33133.0
2014,Women+,35 to 39 years,34423.0
2015,Women+,35 to 39 years,35623.0
2016,Women+,35 to 39 years,37036.0
2017,Women+,35 to 39 years,38135.0
2018,Women+,35 to 39 years,39454.0
2019,Women+,35 to 39 years,40324.0
2020,Women+,35 to 39 years,40911.0
2021,Women+,35 to 39 years,41167.0
2022,Women+,35 to 39 years,42055.0
2023,Women+,35 to 39 years,43664.0
1971,Women+,40 to 44 years,24800.0
1972,Women+,40 to 44 years,24135.0
1973,Women+,40 to 44 years,23477.0
1974,Women+,40 to 44 years,23058.0
1975,Women+,40 to 44 years,22592.0
1976,Women+,40 to 44 years,22568.0
1977,Women+,40 to 44 years,22356.0
1978,Women+,40 to 44 years,22221.0
1979,Women+,40 to 44 years,22075.0
1980,Women+,40 to 44 years,22218.0
1981,Women+,40 to 44 years,22726.0
1982,Women+,40 to 44 years,23042.0
1983,Women+,40 to 44 years,23636.0
1984,Women+,40 to 44 years,24369.0
1985,Women+,40 to 44 years,25108.0
1986,Women+,40 to 44 years,25753.0
1987,Women+,40 to 44 years,27277.0
1988,Women+,40 to 44 years,28164.0
1989,Women+,40 to 44 years,29163.0
1990,Women+,40 to 44 years,30225.0
1991,Women+,40 to 44 years,31223.0
1992,Women+,40 to 44 years,31604.0
1993,Women+,40 to 44 years,32531.0
1994,Women+,40 to 44 years,33847.0
1995,Women+,40 to 44 years,35354.0
1996,Women+,40 to 44 years,36685.0
1997,Women+,40 to 44 years,37742.0
1998,Women+,40 to 44 years,38683.0
1999,Women+,40 to 44 years,39078.0
2000,Women+,40 to 44 years,39029.0
2001,Women+,40 to 44 years,38878.0
2002,Women+,40 to 44 years,38837.0
2003,Women+,40 to 44 years,38940.0
2004,Women+,40 to 44 years,38744.0
2005,Women+,40 to 44 years,37917.0
2006,Women+,40 to 44 years,36685.0
2007,Women+,40 to 44 years,35092.0
2008,Women+,40 to 44 years,33410.0
2009,Women+,40 to 44 years,32051.0
2010,Women+,40 to 44 years,31147.0
2011,Women+,40 to 44 years,30976.0
2012,Women+,40 to 44 years,31404.0
2013,Women+,40 to 44 years,31959.0
2014,Women+,40 to 44 years,32238.0
2015,Women+,40 to 44 years,32604.0
2016,Women+,40 to 44 years,33355.0
2017,Women+,40 to 44 years,34244.0
2018,Women+,40 to 44 years,34842.0
2019,Women+,40 to 44 years,35741.0
2020,Women+,40 to 44 years,36557.0
2021,Women+,40 to 44 years,37186.0
2022,Women+,40 to 44 years,38321.0
2023,Women+,40 to 44 years,40778.0
1971,Women+,45 to 49 years,25927.0
1972,Women+,45 to 49 years,25124.0
1973,Women+,45 to 49 years,24774.0
1974,Women+,45 to 49 years,24203.0
1975,Women+,45 to 49 years,23931.0
1976,Women+,45 to 49 years,23705.0
1977,Women+,45 to 49 years,23523.0
1978,Women+,45 to 49 years,23227.0
1979,Women+,45 to 49 years,23041.0
1980,Women+,45 to 49 years,22514.0
1981,Women+,45 to 49 years,22301.0
1982,Women+,45 to 49 years,22121.0
1983,Women+,45 to 49 years,22046.0
1984,Women+,45 to 49 years,21983.0
1985,Women+,45 to 49 years,22005.0
1986,Women+,45 to 49 years,22414.0
1987,Women+,45 to 49 years,22714.0
1988,Women+,45 to 49 years,23079.0
1989,Women+,45 to 49 years,23532.0
1990,Women+,45 to 49 years,23903.0
1991,Women+,45 to 49 years,24385.0
1992,Women+,45 to 49 years,25841.0
1993,Women+,45 to 49 years,26897.0
1994,Women+,45 to 49 years,28159.0
1995,Women+,45 to 49 years,29512.0
1996,Women+,45 to 49 years,30509.0
1997,Women+,45 to 49 years,30967.0
1998,Women+,45 to 49 years,31819.0
1999,Women+,45 to 49 years,33168.0
2000,Women+,45 to 49 years,34548.0
2001,Women+,45 to 49 years,35646.0
2002,Women+,45 to 49 years,36723.0
2003,Women+,45 to 49 years,37642.0
2004,Women+,45 to 49 years,38087.0
2005,Women+,45 to 49 years,38103.0
2006,Women+,45 to 49 years,38070.0
2007,Women+,45 to 49 years,38369.0
2008,Women+,45 to 49 years,38920.0
2009,Women+,45 to 49 years,39050.0
2010,Women+,45 to 49 years,38615.0
2011,Women+,45 to 49 years,37635.0
2012,Women+,45 to 49 years,36288.0
2013,Women+,45 to 49 years,34647.0
2014,Women+,45 to 49 years,33298.0
2015,Women+,45 to 49 years,32270.0
2016,Women+,45 to 49 years,32120.0
2017,Women+,45 to 49 years,32352.0
2018,Women+,45 to 49 years,32804.0
2019,Women+,45 to 49 years,32995.0
2020,Women+,45 to 49 years,33183.0
2021,Women+,45 to 49 years,33455.0
2022,Women+,45 to 49 years,34007.0
2023,Women+,45 to 49 years,35097.0
1971,Women+,50 to 54 years,24842.0
1972,Women+,50 to 54 years,25089.0
1973,Women+,50 to 54 years,24889.0
1974,Women+,50 to 54 years,24842.0
1975,Women+,50 to 54 years,24774.0
1976,Women+,50 to 54 years,24630.0
1977,Women+,50 to 54 years,24273.0
1978,Women+,50 to 54 years,24273.0
1979,Women+,50 to 54 years,23977.0
1980,Women+,50 to 54 years,23733.0
1981,Women+,50 to 54 years,23461.0
1982,Women+,50 to 54 years,23273.0
1983,Women+,50 to 54 years,23030.0
1984,Women+,50 to 54 years,22820.0
1985,Women+,50 to 54 years,22356.0
1986,Women+,50 to 54 years,22050.0
1987,Women+,50 to 54 years,21788.0
1988,Women+,50 to 54 years,21634.0
1989,Women+,50 to 54 years,21406.0
1990,Women+,50 to 54 years,21251.0
1991,Women+,50 to 54 years,21549.0
1992,Women+,50 to 54 years,21827.0
1993,Women+,50 to 54 years,22232.0
1994,Women+,50 to 54 years,22781.0
1995,Women+,50 to 54 years,23355.0
1996,Women+,50 to 54 years,23898.0
1997,Women+,50 to 54 years,25185.0
1998,Women+,50 to 54 years,26198.0
1999,Women+,50 to 54 years,27426.0
2000,Women+,50 to 54 years,28651.0
2001,Women+,50 to 54 years,29757.0
2002,Women+,50 to 54 years,30142.0
2003,Women+,50 to 54 years,30972.0
2004,Women+,50 to 54 years,32309.0
2005,Women+,50 to 54 years,33808.0
2006,Women+,50 to 54 years,35114.0
2007,Women+,50 to 54 years,36416.0
2008,Women+,50 to 54 years,37538.0
2009,Women+,50 to 54 years,38192.0
2010,Women+,50 to 54 years,38529.0
2011,Women+,50 to 54 years,38669.0
2012,Women+,50 to 54 years,38992.0
2013,Women+,50 to 54 years,39344.0
2014,Women+,50 to 54 years,39435.0
2015,Women+,50 to 54 years,38945.0
2016,Women+,50 to 54 years,37911.0
2017,Women+,50 to 54 years,36397.0
2018,Women+,50 to 54 years,34642.0
2019,Women+,50 to 54 years,33181.0
2020,Women+,50 to 54 years,32236.0
2021,Women+,50 to 54 years,32017.0
2022,Women+,50 to 54 years,32113.0
2023,Women+,50 to 54 years,32622.0
1971,Women+,55 to 59 years,23160.0
1972,Women+,55 to 59 years,23162.0
1973,Women+,55 to 59 years,23193.0
1974,Women+,55 to 59 years,22974.0
1975,Women+,55 to 59 years,23203.0
1976,Women+,55 to 59 years,23518.0
1977,Women+,55 to 59 years,24028.0
1978,Women+,55 to 59 years,24108.0
1979,Women+,55 to 59 years,24222.0
1980,Women+,55 to 59 years,24036.0
1981,Women+,55 to 59 years,23838.0
1982,Women+,55 to 59 years,23582.0
1983,Women+,55 to 59 years,23744.0
1984,Women+,55 to 59 years,23543.0
1985,Women+,55 to 59 years,23378.0
1986,Women+,55 to 59 years,23072.0
1987,Women+,55 to 59 years,22836.0
1988,Women+,55 to 59 years,22450.0
1989,Women+,55 to 59 years,22105.0
1990,Women+,55 to 59 years,21565.0
1991,Women+,55 to 59 years,21157.0
1992,Women+,55 to 59 years,20937.0
1993,Women+,55 to 59 years,20911.0
1994,Women+,55 to 59 years,20754.0
1995,Women+,55 to 59 years,20796.0
1996,Women+,55 to 59 years,21192.0
1997,Women+,55 to 59 years,21377.0
1998,Women+,55 to 59 years,21713.0
1999,Women+,55 to 59 years,22100.0
2000,Women+,55 to 59 years,22507.0
2001,Women+,55 to 59 years,22903.0
2002,Women+,55 to 59 years,24180.0
2003,Women+,55 to 59 years,25315.0
2004,Women+,55 to 59 years,26631.0
2005,Women+,55 to 59 years,27934.0
2006,Women+,55 to 59 years,29082.0
2007,Women+,55 to 59 years,29599.0
2008,Women+,55 to 59 years,30583.0
2009,Women+,55 to 59 years,32018.0
2010,Women+,55 to 59 years,33654.0
2011,Women+,55 to 59 years,35028.0
2012,Women+,55 to 59 years,36227.0
2013,Women+,55 to 59 years,37149.0
2014,Women+,55 to 59 years,37639.0
2015,Women+,55 to 59 years,37871.0
2016,Women+,55 to 59 years,38054.0
2017,Women+,55 to 59 years,38399.0
2018,Women+,55 to 59 years,38769.0
2019,Women+,55 to 59 years,38855.0
2020,Women+,55 to 59 years,38285.0
2021,Women+,55 to 59 years,37144.0
2022,Women+,55 to 59 years,35644.0
2023,Women+,55 to 59 years,34082.0
1971,Women+,60 to 64 years,18792.0
1972,Women+,60 to 64 years,19313.0
1973,Women+,60 to 64 years,19806.0
1974,Women+,60 to 64 years,20515.0
1975,Women+,60 to 64 years,21261.0
1976,Women+,60 to 64 years,21648.0
1977,Women+,60 to 64 years,21901.0
1978,Women+,60 to 64 years,22223.0
1979,Women+,60 to 64 years,22181.0
1980,Women+,60 to 64 years,22545.0
1981,Women+,60 to 64 years,22781.0
1982,Women+,60 to 64 years,23182.0
1983,Women+,60 to 64 years,23202.0
1984,Women+,60 to 64 years,23391.0
1985,Women+,60 to 64 years,23271.0
1986,Women+,60 to 64 years,23077.0
1987,Women+,60 to 64 years,22864.0
1988,Women+,60 to 64 years,22835.0
1989,Women+,60 to 64 years,22535.0
1990,Women+,60 to 64 years,22169.0
1991,Women+,60 to 64 years,21911.0
1992,Women+,60 to 64 years,21673.0
1993,Women+,60 to 64 years,21358.0
1994,Women+,60 to 64 years,21121.0
1995,Women+,60 to 64 years,20759.0
1996,Women+,60 to 64 years,20443.0
1997,Women+,60 to 64 years,20110.0
1998,Women+,60 to 64 years,20004.0
1999,Women+,60 to 64 years,19868.0
2000,Women+,60 to 64 years,19869.0
2001,Women+,60 to 64 years,20177.0
2002,Women+,60 to 64 years,20368.0
2003,Women+,60 to 64 years,20738.0
2004,Women+,60 to 64 years,21217.0
2005,Women+,60 to 64 years,21653.0
2006,Women+,60 to 64 years,22132.0
2007,Women+,60 to 64 years,23526.0
2008,Women+,60 to 64 years,24780.0
2009,Women+,60 to 64 years,26150.0
2010,Women+,60 to 64 years,27498.0
2011,Women+,60 to 64 years,28702.0
2012,Women+,60 to 64 years,29076.0
2013,Women+,60 to 64 years,29877.0
2014,Women+,60 to 64 years,31133.0
2015,Women+,60 to 64 years,32601.0
2016,Women+,60 to 64 years,33853.0
2017,Women+,60 to 64 years,35121.0
2018,Women+,60 to 64 years,36175.0
2019,Women+,60 to 64 years,36934.0
2020,Women+,60 to 64 years,37350.0
2021,Women+,60 to 64 years,37560.0
2022,Women+,60 to 64 years,37843.0
2023,Women+,60 to 64 years,38213.0
1971,Women+,65 to 69 years,14997.0
1972,Women+,65 to 69 years,15553.0
1973,Women+,65 to 69 years,15923.0
1974,Women+,65 to 69 years,16333.0
1975,Women+,65 to 69 years,16690.0
1976,Women+,65 to 69 years,17452.0
1977,Women+,65 to 69 years,18125.0
1978,Women+,65 to 69 years,18653.0
1979,Women+,65 to 69 years,19422.0
1980,Women+,65 to 69 years,20114.0
1981,Women+,65 to 69 years,20504.0
1982,Women+,65 to 69 years,20972.0
1983,Women+,65 to 69 years,21266.0
1984,Women+,65 to 69 years,21210.0
1985,Women+,65 to 69 years,21626.0
1986,Women+,65 to 69 years,21835.0
1987,Women+,65 to 69 years,22053.0
1988,Women+,65 to 69 years,22006.0
1989,Women+,65 to 69 years,22042.0
1990,Women+,65 to 69 years,21893.0
1991,Women+,65 to 69 years,21718.0
1992,Women+,65 to 69 years,21434.0
1993,Women+,65 to 69 years,21428.0
1994,Women+,65 to 69 years,21215.0
1995,Women+,65 to 69 years,20867.0
1996,Women+,65 to 69 years,20680.0
1997,Women+,65 to 69 years,20474.0
1998,Women+,65 to 69 years,20144.0
1999,Women+,65 to 69 years,19849.0
2000,Women+,65 to 69 years,19405.0
2001,Women+,65 to 69 years,19122.0
2002,Women+,65 to 69 years,18904.0
2003,Women+,65 to 69 years,18892.0
2004,Women+,65 to 69 years,18782.0
2005,Women+,65 to 69 years,18811.0
2006,Women+,65 to 69 years,19192.0
2007,Women+,65 to 69 years,19523.0
2008,Women+,65 to 69 years,19878.0
2009,Women+,65 to 69 years,20319.0
2010,Women+,65 to 69 years,20737.0
2011,Women+,65 to 69 years,21264.0
2012,Women+,65 to 69 years,22522.0
2013,Women+,65 to 69 years,23602.0
2014,Women+,65 to 69 years,24664.0
2015,Women+,65 to 69 years,25689.0
2016,Women+,65 to 69 years,26618.0
2017,Women+,65 to 69 years,27228.0
2018,Women+,65 to 69 years,28172.0
2019,Women+,65 to 69 years,29620.0
2020,Women+,65 to 69 years,31245.0
2021,Women+,65 to 69 years,32713.0
2022,Women+,65 to 69 years,34005.0
2023,Women+,65 to 69 years,35190.0
1971,Women+,70 to 74 years,11756.0
1972,Women+,70 to 74 years,11748.0
1973,Women+,70 to 74 years,12104.0
1974,Women+,70 to 74 years,12388.0
1975,Women+,70 to 74 years,12850.0
1976,Women+,70 to 74 years,13259.0
1977,Women+,70 to 74 years,13864.0
1978,Women+,70 to 74 years,14399.0
1979,Women+,70 to 74 years,14994.0
1980,Women+,70 to 74 years,15318.0
1981,Women+,70 to 74 years,15944.0
1982,Women+,70 to 74 years,16549.0
1983,Women+,70 to 74 years,17092.0
1984,Women+,70 to 74 years,17915.0
1985,Women+,70 to 74 years,18594.0
1986,Women+,70 to 74 years,18969.0
1987,Women+,70 to 74 years,19375.0
1988,Women+,70 to 74 years,19497.0
1989,Women+,70 to 74 years,19404.0
1990,Women+,70 to 74 years,19669.0
1991,Women+,70 to 74 years,19881.0
1992,Women+,70 to 74 years,20223.0
1993,Women+,70 to 74 years,20221.0
1994,Women+,70 to 74 years,20216.0
1995,Women+,70 to 74 years,20105.0
1996,Women+,70 to 74 years,19849.0
1997,Women+,70 to 74 years,19647.0
1998,Women+,70 to 74 years,19605.0
1999,Women+,70 to 74 years,19419.0
2000,Women+,70 to 74 years,19091.0
2001,Women+,70 to 74 years,18813.0
2002,Women+,70 to 74 years,18739.0
2003,Women+,70 to 74 years,18477.0
2004,Women+,70 to 74 years,18259.0
2005,Women+,70 to 74 years,17915.0
2006,Women+,70 to 74 years,17719.0
2007,Women+,70 to 74 years,17557.0
2008,Women+,70 to 74 years,17591.0
2009,Women+,70 to 74 years,17435.0
2010,Women+,70 to 74 years,17486.0
2011,Women+,70 to 74 years,17804.0
2012,Women+,70 to 74 years,18005.0
2013,Women+,70 to 74 years,18257.0
2014,Women+,70 to 74 years,18559.0
2015,Women+,70 to 74 years,18914.0
2016,Women+,70 to 74 years,19311.0
2017,Women+,70 to 74 years,20582.0
2018,Women+,70 to 74 years,21636.0
2019,Women+,70 to 74 years,22829.0
2020,Women+,70 to 74 years,23972.0
2021,Women+,70 to 74 years,25073.0
2022,Women+,70 to 74 years,25653.0
2023,Women+,70 to 74 years,26628.0
1971,Women+,75 to 79 years,9257.0
1972,Women+,75 to 79 years,9367.0
1973,Women+,75 to 79 years,9310.0
1974,Women+,75 to 79 years,9300.0
1975,Women+,75 to 79 years,9523.0
1976,Women+,75 to 79 years,9705.0
1977,Women+,75 to 79 years,9869.0
1978,Women+,75 to 79 years,10241.0
1979,Women+,75 to 79 years,10543.0
1980,Women+,75 to 79 years,11009.0
1981,Women+,75 to 79 years,11461.0
1982,Women+,75 to 79 years,12039.0
1983,Women+,75 to 79 years,12566.0
1984,Women+,75 to 79 years,13010.0
1985,Women+,75 to 79 years,13383.0
1986,Women+,75 to 79 years,13942.0
1987,Women+,75 to 79 years,14384.0
1988,Women+,75 to 79 years,14977.0
1989,Women+,75 to 79 years,15724.0
1990,Women+,75 to 79 years,16429.0
1991,Women+,75 to 79 years,16653.0
1992,Women+,75 to 79 years,16895.0
1993,Women+,75 to 79 years,17037.0
1994,Women+,75 to 79 years,17062.0
1995,Women+,75 to 79 years,17351.0
1996,Women+,75 to 79 years,17538.0
1997,Women+,75 to 79 years,17623.0
1998,Women+,75 to 79 years,17627.0
1999,Women+,75 to 79 years,17688.0
2000,Women+,75 to 79 years,17556.0
2001,Women+,75 to 79 years,17370.0
2002,Women+,75 to 79 years,17161.0
2003,Women+,75 to 79 years,17147.0
2004,Women+,75 to 79 years,17014.0
2005,Women+,75 to 79 years,16756.0
2006,Women+,75 to 79 years,16702.0
2007,Women+,75 to 79 years,16648.0
2008,Women+,75 to 79 years,16481.0
2009,Women+,75 to 79 years,16335.0
2010,Women+,75 to 79 years,16006.0
2011,Women+,75 to 79 years,15715.0
2012,Women+,75 to 79 years,15514.0
2013,Women+,75 to 79 years,15542.0
2014,Women+,75 to 79 years,15347.0
2015,Women+,75 to 79 years,15334.0
2016,Women+,75 to 79 years,15697.0
2017,Women+,75 to 79 years,15925.0
2018,Women+,75 to 79 years,16160.0
2019,Women+,75 to 79 years,16550.0
2020,Women+,75 to 79 years,17011.0
2021,Women+,75 to 79 years,17488.0
2022,Women+,75 to 79 years,18645.0
2023,Women+,75 to 79 years,19627.0
1971,Women+,80 to 84 years,6638.0
1972,Women+,80 to 84 years,6669.0
1973,Women+,80 to 84 years,6734.0
1974,Women+,80 to 84 years,6752.0
1975,Women+,80 to 84 years,6716.0
1976,Women+,80 to 84 years,6878.0
1977,Women+,80 to 84 years,7006.0
1978,Women+,80 to 84 years,7014.0
1979,Women+,80 to 84 years,7066.0
1980,Women+,80 to 84 years,7235.0
1981,Women+,80 to 84 years,7433.0
1982,Women+,80 to 84 years,7552.0
1983,Women+,80 to 84 years,7892.0
1984,Women+,80 to 84 years,8232.0
1985,Women+,80 to 84 years,8669.0
1986,Women+,80 to 84 years,9045.0
1987,Women+,80 to 84 years,9496.0
1988,Women+,80 to 84 years,9825.0
1989,Women+,80 to 84 years,10193.0
1990,Women+,80 to 84 years,10555.0
1991,Women+,80 to 84 years,11098.0
1992,Women+,80 to 84 years,11600.0
1993,Women+,80 to 84 years,12079.0
1994,Women+,80 to 84 years,12679.0
1995,Women+,80 to 84 years,13169.0
1996,Women+,80 to 84 years,13365.0
1997,Women+,80 to 84 years,13572.0
1998,Women+,80 to 84 years,13653.0
1999,Women+,80 to 84 years,13742.0
2000,Women+,80 to 84 years,13943.0
2001,Women+,80 to 84 years,14116.0
2002,Women+,80 to 84 years,14302.0
2003,Women+,80 to 84 years,14324.0
2004,Women+,80 to 84 years,14391.0
2005,Women+,80 to 84 years,14334.0
2006,Women+,80 to 84 years,14241.0
2007,Women+,80 to 84 years,14111.0
2008,Women+,80 to 84 years,14050.0
2009,Women+,80 to 84 years,13996.0
2010,Women+,80 to 84 years,13871.0
2011,Women+,80 to 84 years,13786.0
2012,Women+,80 to 84 years,13768.0
2013,Women+,80 to 84 years,13555.0
2014,Women+,80 to 84 years,13411.0
2015,Women+,80 to 84 years,13107.0
2016,Women+,80 to 84 years,12938.0
2017,Women+,80 to 84 years,12858.0
2018,Women+,80 to 84 years,12976.0
2019,Women+,80 to 84 years,12844.0
2020,Women+,80 to 84 years,12918.0
2021,Women+,80 to 84 years,13083.0
2022,Women+,80 to 84 years,13313.0
2023,Women+,80 to 84 years,13622.0
1971,Women+,85 to 89 years,3413.0
1972,Women+,85 to 89 years,3612.0
1973,Women+,85 to 89 years,3730.0
1974,Women+,85 to 89 years,3833.0
1975,Women+,85 to 89 years,3846.0
1976,Women+,85 to 89 years,3873.0
1977,Women+,85 to 89 years,3958.0
1978,Women+,85 to 89 years,4108.0
1979,Women+,85 to 89 years,4293.0
1980,Women+,85 to 89 years,4283.0
1981,Women+,85 to 89 years,4426.0
1982,Women+,85 to 89 years,4559.0
1983,Women+,85 to 89 years,4557.0
1984,Women+,85 to 89 years,4634.0
1985,Women+,85 to 89 years,4729.0
1986,Women+,85 to 89 years,4890.0
1987,Women+,85 to 89 years,5037.0
1988,Women+,85 to 89 years,5270.0
1989,Women+,85 to 89 years,5565.0
1990,Women+,85 to 89 years,5870.0
1991,Women+,85 to 89 years,6151.0
1992,Women+,85 to 89 years,6451.0
1993,Women+,85 to 89 years,6725.0
1994,Women+,85 to 89 years,6911.0
1995,Women+,85 to 89 years,7185.0
1996,Women+,85 to 89 years,7614.0
1997,Women+,85 to 89 years,7967.0
1998,Women+,85 to 89 years,8304.0
1999,Women+,85 to 89 years,8663.0
2000,Women+,85 to 89 years,8972.0
2001,Women+,85 to 89 years,9123.0
2002,Women+,85 to 89 years,9343.0
2003,Women+,85 to 89 years,9427.0
2004,Women+,85 to 89 years,9408.0
2005,Women+,85 to 89 years,9715.0
2006,Women+,85 to 89 years,9798.0
2007,Women+,85 to 89 years,9927.0
2008,Women+,85 to 89 years,9940.0
2009,Women+,85 to 89 years,10048.0
2010,Women+,85 to 89 years,10057.0
2011,Women+,85 to 89 years,10014.0
2012,Women+,85 to 89 years,9981.0
2013,Women+,85 to 89 years,9987.0
2014,Women+,85 to 89 years,9962.0
2015,Women+,85 to 89 years,9887.0
2016,Women+,85 to 89 years,9837.0
2017,Women+,85 to 89 years,9821.0
2018,Women+,85 to 89 years,9792.0
2019,Women+,85 to 89 years,9910.0
2020,Women+,85 to 89 years,9707.0
2021,Women+,85 to 89 years,9682.0
2022,Women+,85 to 89 years,9509.0
2023,Women+,85 to 89 years,9492.0
1991,Women+,90 to 94 years,
1992,Women+,90 to 94 years,
1993,Women+,90 to 94 years,
1994,Women+,90 to 94 years,
1995,Women+,90 to 94 years,
1996,Women+,90 to 94 years,
1997,Women+,90 to 94 years,
1998,Women+,90 to 94 years,
1999,Women+,90 to 94 years,
2000,Women+,90 to 94 years,3752.0
2001,Women+,90 to 94 years,3890.0
2002,Women+,90 to 94 years,4090.0
2003,Women+,90 to 94 years,4288.0
2004,Women+,90 to 94 years,4506.0
2005,Women+,90 to 94 years,4703.0
2006,Women+,90 to 94 years,4824.0
2007,Women+,90 to 94 years,4882.0
2008,Women+,90 to 94 years,4999.0
